Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,IP Forwarding on your virtual machine should be disabled,"Enabling IP forwarding on a virtual machine's NIC allows the machine to receive traffic addressed to other destinations. IP forwarding is rarely required (e.g., when using the VM as a network virtual appliance), and therefore, this should be reviewed by the network security team.","AuditIfNotExists, Disabled",3:00:00,bd352bd5-2853-4985-bf0d-73806b4a5744)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Management ports of virtual machines should be protected with just-in-time network access control,Possible network Just In Time (JIT) access will be monitored by Azure Security Center as recommendations,"AuditIfNotExists, Disabled",3:00:00,b0f33259-77d7-4c9e-aac6-3aabcfae693c)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Management ports should be closed on your virtual machines,Open remote management ports are exposing your VM to a high level of risk from Internet-based attacks. These attacks attempt to brute force credentials to gain admin access to the machine.,"AuditIfNotExists, Disabled",3:00:00,22730e10-96f6-4aac-ad84-9383d35b5917)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Non-internet-facing virtual machines should be protected with network security groups,Protect your non-internet-facing virtual machines from potential threats by restricting access with network security groups (NSG). Learn more about controlling traffic with NSGs at https://aka.ms/nsg-doc,"AuditIfNotExists, Disabled",3:00:00,bb91dfba-c30d-4263-9add-9c2384e659a6)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Private endpoint connections on Azure SQL Database should be enabled,Private endpoint connections enforce secure communication by enabling private connectivity to Azure SQL Database.,"Audit, Disabled",1:01:00,7698e800-9299-47a6-b3b6-5a0fee576eed)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Private endpoint should be enabled for MariaDB servers,"Private endpoint connections enforce secure communication by enabling private connectivity to Azure Database for MariaDB. Configure a private endpoint connection to enable access to traffic coming only from known networks and prevent access from all other IP addresses, including within Azure.","AuditIfNotExists, Disabled",1:00:02,0a1302fb-a631-4106-9753-f3d494733990)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Private endpoint should be enabled for MySQL servers,"Private endpoint connections enforce secure communication by enabling private connectivity to Azure Database for MySQL. Configure a private endpoint connection to enable access to traffic coming only from known networks and prevent access from all other IP addresses, including within Azure.","AuditIfNotExists, Disabled",1:00:02,7595c971-233d-4bcf-bd18-596129188c49)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Private endpoint should be enabled for PostgreSQL servers,"Private endpoint connections enforce secure communication by enabling private connectivity to Azure Database for PostgreSQL. Configure a private endpoint connection to enable access to traffic coming only from known networks and prevent access from all other IP addresses, including within Azure.","AuditIfNotExists, Disabled",1:00:02,0564d078-92f5-4f97-8398-b9f58a51f70b)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Public network access on Azure SQL Database should be disabled,Disabling the public network access property improves security by ensuring your Azure SQL Database can only be accessed from a private endpoint. This configuration denies all logins that match IP or virtual network based firewall rules.,"Audit, Deny, Disabled",1:01:00,1b8ca024-1d5c-4dec-8995-b1a932b41780)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Public network access should be disabled for MariaDB servers,"Disable the public network access property to improve security and ensure your Azure Database for MariaDB can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Deny, Disabled",2:00:00,fdccbe47-f3e3-4213-ad5d-ea459b2fa077)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Public network access should be disabled for MySQL servers,"Disable the public network access property to improve security and ensure your Azure Database for MySQL can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Deny, Disabled",2:00:00,d9844e8a-1437-4aeb-a32c-0c992f056095)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Public network access should be disabled for PostgreSQL servers,"Disable the public network access property to improve security and ensure your Azure Database for PostgreSQL can only be accessed from a private endpoint. This configuration disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Deny, Disabled",2:00:00,b52376f7-9612-48a1-81cd-1ffe4b61032c)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Storage accounts should restrict network access,"Network access to storage accounts should be restricted. Configure network rules so only applications from allowed networks can access the storage account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges","Audit, Deny, Disabled",1:01:01,34c877ad-507e-4c82-993e-3452a6e0ad3c)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Storage accounts should restrict network access using virtual network rules,Protect your storage accounts from potential threats using virtual network rules as a preferred method instead of IP-based filtering. Disabling IP-based filtering prevents public IPs from accessing your storage accounts.,"Audit, Deny, Disabled",1:00:01,2a1a9cdf-e04d-429a-8416-3bfb72a1b26f)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Storage accounts should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your storage account, data leakage risks are reduced. Learn more about private links at - https://aka.ms/azureprivatelinkoverview","AuditIfNotExists, Disabled",2:00:00,6edd7eda-6dd8-40f7-810d-67160c639cd9)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Subnets should be associated with a Network Security Group,Protect your subnet from potential threats by restricting access to it with a Network Security Group (NSG). NSGs contain a list of Access Control List (ACL) rules that allow or deny network traffic to your subnet.,"AuditIfNotExists, Disabled",3:00:00,e71308d3-144b-4262-b144-efdc3cc90517)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,VM Image Builder templates should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your VM Image Builder building resources, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/virtual-machines/linux/image-builder-networking#deploy-using-an-existing-vnet.","Audit, Disabled, Deny",1:01:00,2154edb9-244f-4741-9970-660785bccdaa)
Access Points,NIST SP 800-53 Rev. 5 SC-7 (3),Shared,Web Application Firewall (WAF) should be enabled for Application Gateway,"Deploy Azure Web Application Firewall (WAF) in front of public facing web applications for additional inspection of incoming traffic. Web Application Firewall (WAF) provides centralized protection of your web applications from common exploits and vulnerabilities such as SQL injections, Cross-Site Scripting, local and remote file executions. You can also restrict access to your web applications by countries, IP address ranges, and other http(s) parameters via custom rules.","Audit, Deny, Disabled",2:00:00,564feb30-bf6a-4854-b4bb-0d2d2d1e6c66)
External Telecommunications Services,NIST SP 800-53 Rev. 5 SC-7 (4),Shared,---,---,---,---,
External Telecommunications Services,NIST SP 800-53 Rev. 5 SC-7 (4),Shared,Implement managed interface for each external service,CMA_C1626 - Implement managed interface for each external service,"Manual, Disabled",1:00:00,b262e1dd-08e9-41d4-963a-258909ad794b)
External Telecommunications Services,NIST SP 800-53 Rev. 5 SC-7 (4),Shared,Implement system boundary protection,CMA_0328 - Implement system boundary protection,"Manual, Disabled",1:00:00,01ae60e2-38bb-0a32-7b20-d3a091423409)
External Telecommunications Services,NIST SP 800-53 Rev. 5 SC-7 (4),Shared,Secure the interface to external systems,CMA_0491 - Secure the interface to external systems,"Manual, Disabled",1:00:00,ff1efad2-6b09-54cc-01bf-d386c4d558a8)
Split Tunneling for Remote Devices,NIST SP 800-53 Rev. 5 SC-7 (7),Shared,---,---,---,---,
Split Tunneling for Remote Devices,NIST SP 800-53 Rev. 5 SC-7 (7),Shared,Prevent split tunneling for remote devices,CMA_C1632 - Prevent split tunneling for remote devices,"Manual, Disabled",1:00:00,66e5cb69-9f1c-8b8d-8fbd-b832466d5aa8)
Route Traffic to Authenticated Proxy Servers,NIST SP 800-53 Rev. 5 SC-7 (8),Shared,---,---,---,---,
Route Traffic to Authenticated Proxy Servers,NIST SP 800-53 Rev. 5 SC-7 (8),Shared,Route traffic through authenticated proxy network,CMA_C1633 - Route traffic through authenticated proxy network,"Manual, Disabled",1:00:00,d91558ce-5a5c-551b-8fbb-83f793255e09)
Host-based Protection,NIST SP 800-53 Rev. 5 SC-7 (12),Shared,---,---,---,---,
Host-based Protection,NIST SP 800-53 Rev. 5 SC-7 (12),Shared,Implement system boundary protection,CMA_0328 - Implement system boundary protection,"Manual, Disabled",1:00:00,01ae60e2-38bb-0a32-7b20-d3a091423409)
"Isolation of Security Tools, Mechanisms, and Support Components",NIST SP 800-53 Rev. 5 SC-7 (13),Shared,---,---,---,---,
"Isolation of Security Tools, Mechanisms, and Support Components",NIST SP 800-53 Rev. 5 SC-7 (13),Shared,"Isolate SecurID systems, Security Incident Management systems","CMA_C1636 - Isolate SecurID systems, Security Incident Management systems","Manual, Disabled",1:00:00,dd6d00a8-701a-5935-a22b-c7b9c0c698b2)
Fail Secure,NIST SP 800-53 Rev. 5 SC-7 (18),Shared,---,---,---,---,
Fail Secure,NIST SP 800-53 Rev. 5 SC-7 (18),Shared,Implement system boundary protection,CMA_0328 - Implement system boundary protection,"Manual, Disabled",1:00:00,01ae60e2-38bb-0a32-7b20-d3a091423409)
Fail Secure,NIST SP 800-53 Rev. 5 SC-7 (18),Shared,Manage transfers between standby and active system components,CMA_0371 - Manage transfers between standby and active system components,"Manual, Disabled",1:00:00,df54d34f-65f3-39f1-103c-a0464b8615df)
Dynamic Isolation and Segregation,NIST SP 800-53 Rev. 5 SC-7 (20),Shared,---,---,---,---,
Dynamic Isolation and Segregation,NIST SP 800-53 Rev. 5 SC-7 (20),Shared,Ensure system capable of dynamic isolation of resources,CMA_C1638 - Ensure system capable of dynamic isolation of resources,"Manual, Disabled",1:00:00,83eea3d3-0d2c-9ccd-1021-2111b29b2a62)
Isolation of System Components,NIST SP 800-53 Rev. 5 SC-7 (21),Shared,---,---,---,---,
Isolation of System Components,NIST SP 800-53 Rev. 5 SC-7 (21),Shared,Employ boundary protection to isolate information systems,CMA_C1639 - Employ boundary protection to isolate information systems,"Manual, Disabled",1:00:00,311802f9-098d-0659-245a-94c5d47c0182)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,---,---,---,---,
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,App Service apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Audit, Disabled, Deny",3:00:00,a4af4a39-4135-47fb-b175-47fbdf85311d)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,App Service apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,App Service apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes,Data can be tampered with during transmission between Azure HDInsight cluster nodes. Enabling encryption in transit addresses problems of misuse and tampering during this transmission.,"Audit, Deny, Disabled",1:00:00,d9da03a1-f3c3-412a-9709-947156872263)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Enforce SSL connection should be enabled for MySQL database servers,Azure Database for MySQL supports connecting your Azure Database for MySQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,e802a67a-daf5-4436-9ea6-f6d821dd0c5d)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Enforce SSL connection should be enabled for PostgreSQL database servers,Azure Database for PostgreSQL supports connecting your Azure Database for PostgreSQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,d158790f-bfb0-486c-8631-2dc6b4e8e6af)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Function apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Audit, Disabled, Deny",4:00:00,6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Function apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,399b2637-a50f-4f95-96f8-3a145476eb15)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Function apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f9d614c5-c173-4d56-95a7-b4437057d193)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Kubernetes clusters should be accessible only over HTTPS,"Use of HTTPS ensures authentication and protects data in transit from network layer eavesdropping attacks. This capability is currently generally available for Kubernetes Service (AKS), and in preview for Azure Arc enabled Kubernetes. For more info, visit https://aka.ms/kubepolicydoc","audit, Audit, deny, Deny, disabled, Disabled",8:00:00,(https://aka.ms/kubepolicydoc)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Only secure connections to your Azure Cache for Redis should be enabled,"Audit enabling of only connections via SSL to Azure Cache for Redis. Use of secure connections ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","Audit, Deny, Disabled",1:00:00,22bee202-a82f-4305-9a2a-6d7f44d4dedb)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Secure transfer to storage accounts should be enabled,"Audit requirement of Secure transfer in your storage account. Secure transfer is an option that forces your storage account to accept requests only from secure connections (HTTPS). Use of HTTPS ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","Audit, Deny, Disabled",2:00:00,404c3081-a854-4457-ae30-26a93ef643f9)
Transmission Confidentiality and Integrity,NIST SP 800-53 Rev. 5 SC-8,Shared,Windows web servers should be configured to use secure communication protocols,"To protect the privacy of information communicated over the Internet, your web servers should use the latest version of the industry-standard cryptographic protocol, Transport Layer Security (TLS). TLS secures communications over a network by using security certificates to encrypt a connection between machines.","AuditIfNotExists, Disabled",4:00:00,5752e6d6-1206-46d8-8ab1-ecc2f71a8112)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,---,---,---,---,
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,App Service apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Audit, Disabled, Deny",3:00:00,a4af4a39-4135-47fb-b175-47fbdf85311d)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,App Service apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,App Service apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes,Data can be tampered with during transmission between Azure HDInsight cluster nodes. Enabling encryption in transit addresses problems of misuse and tampering during this transmission.,"Audit, Deny, Disabled",1:00:00,d9da03a1-f3c3-412a-9709-947156872263)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Enforce SSL connection should be enabled for MySQL database servers,Azure Database for MySQL supports connecting your Azure Database for MySQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,e802a67a-daf5-4436-9ea6-f6d821dd0c5d)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Enforce SSL connection should be enabled for PostgreSQL database servers,Azure Database for PostgreSQL supports connecting your Azure Database for PostgreSQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,d158790f-bfb0-486c-8631-2dc6b4e8e6af)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Function apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Audit, Disabled, Deny",4:00:00,6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Function apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,399b2637-a50f-4f95-96f8-3a145476eb15)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Function apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f9d614c5-c173-4d56-95a7-b4437057d193)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Kubernetes clusters should be accessible only over HTTPS,"Use of HTTPS ensures authentication and protects data in transit from network layer eavesdropping attacks. This capability is currently generally available for Kubernetes Service (AKS), and in preview for Azure Arc enabled Kubernetes. For more info, visit https://aka.ms/kubepolicydoc","audit, Audit, deny, Deny, disabled, Disabled",8:00:00,(https://aka.ms/kubepolicydoc)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Only secure connections to your Azure Cache for Redis should be enabled,"Audit enabling of only connections via SSL to Azure Cache for Redis. Use of secure connections ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","Audit, Deny, Disabled",1:00:00,22bee202-a82f-4305-9a2a-6d7f44d4dedb)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Secure transfer to storage accounts should be enabled,"Audit requirement of Secure transfer in your storage account. Secure transfer is an option that forces your storage account to accept requests only from secure connections (HTTPS). Use of HTTPS ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","Audit, Deny, Disabled",2:00:00,404c3081-a854-4457-ae30-26a93ef643f9)
Cryptographic Protection,NIST SP 800-53 Rev. 5 SC-8 (1),Shared,Windows web servers should be configured to use secure communication protocols,"To protect the privacy of information communicated over the Internet, your web servers should use the latest version of the industry-standard cryptographic protocol, Transport Layer Security (TLS). TLS secures communications over a network by using security certificates to encrypt a connection between machines.","AuditIfNotExists, Disabled",4:00:00,5752e6d6-1206-46d8-8ab1-ecc2f71a8112)
Network Disconnect,NIST SP 800-53 Rev. 5 SC-10,Shared,---,---,---,---,
Network Disconnect,NIST SP 800-53 Rev. 5 SC-10,Shared,Reauthenticate or terminate a user session,CMA_0421 - Reauthenticate or terminate a user session,"Manual, Disabled",1:00:00,d6653f89-7cb5-24a4-9d71-51581038231b)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,---,---,---,---,
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,[Preview]: Azure Recovery Services vaults should use customer-managed keys for encrypting backup data,"Use customer-managed keys to manage the encryption at rest of your backup data. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/AB-CmkEncryption.","Audit, Deny, Disabled",1.0.0-preview,(https://aka.ms/AB-CmkEncryption).
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,[Preview]: IoT Hub device provisioning service data should be encrypted using customer-managed keys (CMK),"Use customer-managed keys to manage the encryption at rest of your IoT Hub device provisioning service. The data is automatically encrypted at rest with service-managed keys, but customer-managed keys (CMK) are commonly required to meet regulatory compliance standards. CMKs enable the data to be encrypted with an Azure Key Vault key created and owned by you. Learn more about CMK encryption at https://aka.ms/dps/CMK.","Audit, Deny, Disabled",1.0.0-preview,(https://aka.ms/dps/CMK).
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure API for FHIR should use a customer-managed key to encrypt data at rest,Use a customer-managed key to control the encryption at rest of the data stored in Azure API for FHIR when this is a regulatory or compliance requirement. Customer-managed keys also deliver double encryption by adding a second layer of encryption on top of the default one done with service-managed keys.,"audit, Audit, disabled, Disabled",1:01:00,051cba44-2429-45b9-9649-46cec11c7119)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Automation accounts should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your Azure Automation Accounts. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/automation-cmk.","Audit, Deny, Disabled",1:00:00,56a5ee18-2ae6-4810-86f7-18e39ce5629b)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Batch account should use customer-managed keys to encrypt data,"Use customer-managed keys to manage the encryption at rest of your Batch account's data. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/Batch-CMK.","Audit, Deny, Disabled",1:00:01,99e9ccd8-3db9-4592-b0d1-14b1715a4d8a)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Container Instance container group should use customer-managed key for encryption,"Secure your containers with greater flexibility using customer-managed keys. When you specify a customer-managed key, that key is used to protect and control access to the key that encrypts your data. Using customer-managed keys provides additional capabilities to control rotation of the key encryption key or cryptographically erase data.","Audit, Disabled, Deny",1:00:00,0aa61e00-0a01-4a3c-9945-e93cffedf0e6)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Cosmos DB accounts should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your Azure Cosmos DB. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/cosmosdb-cmk.","audit, Audit, deny, Deny, disabled, Disabled",1:01:00,1f905d99-2ab7-462c-a6b0-f709acca6c8f)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Data Box jobs should use a customer-managed key to encrypt the device unlock password,"Use a customer-managed key to control the encryption of the device unlock password for Azure Data Box. Customer-managed keys also help manage access to the device unlock password by the Data Box service in order to prepare the device and copy data in an automated manner. The data on the device itself is already encrypted at rest with Advanced Encryption Standard 256-bit encryption, and the device unlock password is encrypted by default with a Microsoft managed key.","Audit, Deny, Disabled",1:00:00,86efb160-8de7-451d-bc08-5d475b0aadae)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Data Explorer encryption at rest should use a customer-managed key,Enabling encryption at rest using a customer-managed key on your Azure Data Explorer cluster provides additional control over the key being used by the encryption at rest. This feature is oftentimes applicable to customers with special compliance requirements and requires a Key Vault to managing the keys.,"Audit, Deny, Disabled",1:00:00,81e74cea-30fd-40d5-802f-d72103c2aaaa)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure data factories should be encrypted with a customer-managed key,"Use customer-managed keys to manage the encryption at rest of your Azure Data Factory. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/adf-cmk.","Audit, Deny, Disabled",1:00:01,4ec52d6d-beb7-40c4-9a9e-fe753254690e)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure HDInsight clusters should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your Azure HDInsight clusters. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/hdi.cmk.","Audit, Deny, Disabled",1:00:01,64d314f6-6062-4780-a861-c23e8951bee5)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure HDInsight clusters should use encryption at host to encrypt data at rest,"Enabling encryption at host helps protect and safeguard your data to meet your organizational security and compliance commitments. When you enable encryption at host, data stored on the VM host is encrypted at rest and flows encrypted to the Storage service.","Audit, Deny, Disabled",1:00:00,1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Machine Learning workspaces should be encrypted with a customer-managed key,"Manage encryption at rest of Azure Machine Learning workspace data with customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/azureml-workspaces-cmk.","Audit, Deny, Disabled",1:00:03,ba769a63-b8cc-4b2d-abf6-ac33c7204be8)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Monitor Logs clusters should be encrypted with customer-managed key,"Create Azure Monitor logs cluster with customer-managed keys encryption. By default, the log data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance. Customer-managed key in Azure Monitor gives you more control over the access to you data, see https://docs.microsoft.com/azure/azure-monitor/platform/customer-managed-keys.","audit, Audit, deny, Deny, disabled, Disabled",1:01:00,1f68a601-6e6d-4e42-babf-3f643a047ea2)
