Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
5 Logging and Monitoring,Ensure that Diagnostic Logs are enabled for all services which support it.,CIS Microsoft Azure Foundations Benchmark recommendation 5.3,Shared,Resource logs in Service Bus should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,f8d36e2f-389b-4ee4-898d-21aeb69a0f45)
5 Logging and Monitoring,Ensure that Diagnostic Logs are enabled for all services which support it.,CIS Microsoft Azure Foundations Benchmark recommendation 5.3,Shared,Resource logs in Virtual Machine Scale Sets should be enabled,It is recommended to enable Logs so that activity trail can be recreated when investigations are required in the event of an incident or a compromise.,"AuditIfNotExists, Disabled",2:01:00,7c1b1214-f927-48bf-8882-84f0af6588b1)
5 Logging and Monitoring,Ensure that Diagnostic Logs are enabled for all services which support it.,CIS Microsoft Azure Foundations Benchmark recommendation 5.3,Shared,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,"Manual, Disabled",1:00:00,efef28d0-3226-966a-a1e8-70e89c1b30bc)
5 Logging and Monitoring,Ensure that Diagnostic Logs are enabled for all services which support it.,CIS Microsoft Azure Foundations Benchmark recommendation 5.3,Shared,Retain terminated user data,CMA_0455 - Retain terminated user data,"Manual, Disabled",1:00:00,7c7032fe-9ce6-9092-5890-87a1a3755db1)
5 Logging and Monitoring,Ensure that Diagnostic Logs are enabled for all services which support it.,CIS Microsoft Azure Foundations Benchmark recommendation 5.3,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
6 Networking,Ensure no SQL Databases allow ingress 0.0.0.0/0 (ANY IP),CIS Microsoft Azure Foundations Benchmark recommendation 6.3,Shared,---,---,---,---,
6 Networking,Ensure no SQL Databases allow ingress 0.0.0.0/0 (ANY IP),CIS Microsoft Azure Foundations Benchmark recommendation 6.3,Shared,Control information flow,CMA_0079 - Control information flow,"Manual, Disabled",1:00:00,59bedbdc-0ba9-39b9-66bb-1d1c192384e6)
6 Networking,Ensure no SQL Databases allow ingress 0.0.0.0/0 (ANY IP),CIS Microsoft Azure Foundations Benchmark recommendation 6.3,Shared,Employ flow control mechanisms of encrypted information,CMA_0211 - Employ flow control mechanisms of encrypted information,"Manual, Disabled",1:00:00,79365f13-8ba4-1f6c-2ac4-aa39929f56d0)
6 Networking,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',CIS Microsoft Azure Foundations Benchmark recommendation 6.4,Shared,---,---,---,---,
6 Networking,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',CIS Microsoft Azure Foundations Benchmark recommendation 6.4,Shared,Adhere to retention periods defined,CMA_0004 - Adhere to retention periods defined,"Manual, Disabled",1:00:00,1ecb79d7-1a06-9a3b-3be8-f434d04d1ec1)
6 Networking,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',CIS Microsoft Azure Foundations Benchmark recommendation 6.4,Shared,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,"Manual, Disabled",1:00:00,efef28d0-3226-966a-a1e8-70e89c1b30bc)
6 Networking,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',CIS Microsoft Azure Foundations Benchmark recommendation 6.4,Shared,Retain terminated user data,CMA_0455 - Retain terminated user data,"Manual, Disabled",1:00:00,7c7032fe-9ce6-9092-5890-87a1a3755db1)
6 Networking,Ensure that Network Watcher is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 6.5,Shared,---,---,---,---,
6 Networking,Ensure that Network Watcher is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 6.5,Shared,Network Watcher should be enabled,"Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","AuditIfNotExists, Disabled",3:00:00,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6)
6 Networking,Ensure that Network Watcher is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 6.5,Shared,Verify security functions,CMA_C1708 - Verify security functions,"Manual, Disabled",1:00:00,ece8bb17-4080-5127-915f-dc7267ee8549)
7 Virtual Machines,Ensure Virtual Machines are utilizing Managed Disks,CIS Microsoft Azure Foundations Benchmark recommendation 7.1,Shared,---,---,---,---,
7 Virtual Machines,Ensure Virtual Machines are utilizing Managed Disks,CIS Microsoft Azure Foundations Benchmark recommendation 7.1,Shared,Audit VMs that do not use managed disks,This policy audits VMs that do not use managed disks,audit,1:00:00,06a78e20-9358-41c9-923c-fb736d382a4d)
7 Virtual Machines,Ensure Virtual Machines are utilizing Managed Disks,CIS Microsoft Azure Foundations Benchmark recommendation 7.1,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
7 Virtual Machines,Ensure Virtual Machines are utilizing Managed Disks,CIS Microsoft Azure Foundations Benchmark recommendation 7.1,Shared,"Manage the input, output, processing, and storage of data","CMA_0369 - Manage the input, output, processing, and storage of data","Manual, Disabled",1:00:00,e603da3a-8af7-4f8a-94cb-1bcc0e0333d2)
7 Virtual Machines,Ensure Virtual Machines are utilizing Managed Disks,CIS Microsoft Azure Foundations Benchmark recommendation 7.1,Shared,Review label activity and analytics,CMA_0474 - Review label activity and analytics,"Manual, Disabled",1:00:00,e23444b9-9662-40f3-289e-6d25c02b48fa)
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,---,---,---,---,
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,Establish a data leakage management procedure,CMA_0255 - Establish a data leakage management procedure,"Manual, Disabled",1:00:00,3c9aa856-6b86-35dc-83f4-bc72cec74dea)
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,Protect special information,CMA_0409 - Protect special information,"Manual, Disabled",1:00:00,a315c657-4a00-8eba-15ac-44692ad24423)
7 Virtual Machines,Ensure that 'OS and Data' disks are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.2,Shared,"Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources","By default, a virtual machine's OS and data disks are encrypted-at-rest using platform-managed keys. Temp disks, data caches and data flowing between compute and storage aren't encrypted. Disregard this recommendation if: 1. using encryption-at-host, or 2. server-side encryption on Managed Disks meets your security requirements. Learn more in: Server-side encryption of Azure Disk Storage: https://aka.ms/disksse, Different disk encryption offerings: https://aka.ms/diskencryptioncomparison","AuditIfNotExists, Disabled",2:00:03,0961003e-5a0a-4549-abde-af6a37f2724d)
7 Virtual Machines,Ensure that 'Unattached disks' are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.3,Shared,---,---,---,---,
7 Virtual Machines,Ensure that 'Unattached disks' are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.3,Shared,Establish a data leakage management procedure,CMA_0255 - Establish a data leakage management procedure,"Manual, Disabled",1:00:00,3c9aa856-6b86-35dc-83f4-bc72cec74dea)
7 Virtual Machines,Ensure that 'Unattached disks' are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.3,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
7 Virtual Machines,Ensure that 'Unattached disks' are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.3,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
7 Virtual Machines,Ensure that 'Unattached disks' are encrypted with CMK,CIS Microsoft Azure Foundations Benchmark recommendation 7.3,Shared,Protect special information,CMA_0409 - Protect special information,"Manual, Disabled",1:00:00,a315c657-4a00-8eba-15ac-44692ad24423)
7 Virtual Machines,Ensure that only approved extensions are installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.4,Shared,---,---,---,---,
7 Virtual Machines,Ensure that only approved extensions are installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.4,Shared,Only approved VM extensions should be installed,This policy governs the virtual machine extensions that are not approved.,"Audit, Deny, Disabled",1:00:00,c0e996f8-39cf-4af9-9f45-83fbde810432)
7 Virtual Machines,Ensure that the latest OS Patches for all Virtual Machines are applied,CIS Microsoft Azure Foundations Benchmark recommendation 7.5,Shared,---,---,---,---,
7 Virtual Machines,Ensure that the latest OS Patches for all Virtual Machines are applied,CIS Microsoft Azure Foundations Benchmark recommendation 7.5,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
7 Virtual Machines,Ensure that the latest OS Patches for all Virtual Machines are applied,CIS Microsoft Azure Foundations Benchmark recommendation 7.5,Shared,System updates should be installed on your machines,Missing security system updates on your servers will be monitored by Azure Security Center as recommendations,"AuditIfNotExists, Disabled",4:00:00,86b3d65f-7626-441e-b690-81a8b71cff60)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,---,---,---,---,
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Block untrusted and unsigned processes that run from USB,CMA_0050 - Block untrusted and unsigned processes that run from USB,"Manual, Disabled",1:00:00,3d399cf3-8fc6-0efc-6ab0-1412f1198517)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Document security operations,CMA_0202 - Document security operations,"Manual, Disabled",1:00:00,2c6bee3a-2180-2430-440d-db3c7a849870)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Manage gateways,CMA_0363 - Manage gateways,"Manual, Disabled",1:00:00,63f63e71-6c3f-9add-4c43-64de23e554a7)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Monitor missing Endpoint Protection in Azure Security Center,Servers without an installed Endpoint Protection agent will be monitored by Azure Security Center as recommendations,"AuditIfNotExists, Disabled",3:00:00,af6cd1bd-1635-48cb-bde7-5b15693900b9)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Perform a trend analysis on threats,CMA_0389 - Perform a trend analysis on threats,"Manual, Disabled",1:00:00,50e81644-923d-33fc-6ebb-9733bc8d1a06)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"Manual, Disabled",1:00:00,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Review malware detections report weekly,CMA_0475 - Review malware detections report weekly,"Manual, Disabled",1:00:00,4a6f5cbd-6c6b-006f-2bb1-091af1441bce)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Review threat protection status weekly,CMA_0479 - Review threat protection status weekly,"Manual, Disabled",1:00:00,fad161f5-5261-401a-22dd-e037bae011bd)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Turn on sensors for endpoint security solution,CMA_0514 - Turn on sensors for endpoint security solution,"Manual, Disabled",1:00:00,5fc24b95-53f7-0ed1-2330-701b539b97fe)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,Update antivirus definitions,CMA_0517 - Update antivirus definitions,"Manual, Disabled",1:00:00,ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65)
7 Virtual Machines,Ensure that the endpoint protection for all Virtual Machines is installed,CIS Microsoft Azure Foundations Benchmark recommendation 7.6,Shared,"Verify software, firmware and information integrity","CMA_0542 - Verify software, firmware and information integrity","Manual, Disabled",1:00:00,db28735f-518f-870e-15b4-49623cbe3aa0)
7 Virtual Machines,Ensure that VHD's are encrypted,CIS Microsoft Azure Foundations Benchmark recommendation 7.7,Shared,---,---,---,---,
7 Virtual Machines,Ensure that VHD's are encrypted,CIS Microsoft Azure Foundations Benchmark recommendation 7.7,Shared,Establish a data leakage management procedure,CMA_0255 - Establish a data leakage management procedure,"Manual, Disabled",1:00:00,3c9aa856-6b86-35dc-83f4-bc72cec74dea)
7 Virtual Machines,Ensure that VHD's are encrypted,CIS Microsoft Azure Foundations Benchmark recommendation 7.7,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
7 Virtual Machines,Ensure that VHD's are encrypted,CIS Microsoft Azure Foundations Benchmark recommendation 7.7,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
7 Virtual Machines,Ensure that VHD's are encrypted,CIS Microsoft Azure Foundations Benchmark recommendation 7.7,Shared,Protect special information,CMA_0409 - Protect special information,"Manual, Disabled",1:00:00,a315c657-4a00-8eba-15ac-44692ad24423)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,---,---,---,---,
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Define cryptographic use,CMA_0120 - Define cryptographic use,"Manual, Disabled",1:00:00,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Define organizational requirements for cryptographic key management,CMA_0123 - Define organizational requirements for cryptographic key management,"Manual, Disabled",1:00:00,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Determine assertion requirements,CMA_0136 - Determine assertion requirements,"Manual, Disabled",1:00:00,7a0ecd94-3699-5273-76a5-edb8499f655a)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Issue public key certificates,CMA_0347 - Issue public key certificates,"Manual, Disabled",1:00:00,97d91b33-7050-237b-3e23-a77d57d84e13)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Key Vault keys should have an expiration date,Cryptographic keys should have a defined expiration date and not be permanent. Keys that are valid forever provide a potential attacker with more time to compromise the key. It is a recommended security practice to set expiration dates on cryptographic keys.,"Audit, Deny, Disabled",1:00:02,152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"Manual, Disabled",1:00:00,9c276cf3-596f-581a-7fbd-f5e46edaa0f4)
8 Other Security Considerations,Ensure that the expiration date is set on all keys,CIS Microsoft Azure Foundations Benchmark recommendation 8.1,Shared,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"Manual, Disabled",1:00:00,8d140e8b-76c7-77de-1d46-ed1b2e112444)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,---,---,---,---,
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Define cryptographic use,CMA_0120 - Define cryptographic use,"Manual, Disabled",1:00:00,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Define organizational requirements for cryptographic key management,CMA_0123 - Define organizational requirements for cryptographic key management,"Manual, Disabled",1:00:00,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Determine assertion requirements,CMA_0136 - Determine assertion requirements,"Manual, Disabled",1:00:00,7a0ecd94-3699-5273-76a5-edb8499f655a)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Issue public key certificates,CMA_0347 - Issue public key certificates,"Manual, Disabled",1:00:00,97d91b33-7050-237b-3e23-a77d57d84e13)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Key Vault secrets should have an expiration date,Secrets should have a defined expiration date and not be permanent. Secrets that are valid forever provide a potential attacker with more time to compromise them. It is a recommended security practice to set expiration dates on secrets.,"Audit, Deny, Disabled",1:00:02,98728c90-32c7-4049-8429-847dc0f4fe37)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"Manual, Disabled",1:00:00,9c276cf3-596f-581a-7fbd-f5e46edaa0f4)
8 Other Security Considerations,Ensure that the expiration date is set on all Secrets,CIS Microsoft Azure Foundations Benchmark recommendation 8.2,Shared,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"Manual, Disabled",1:00:00,8d140e8b-76c7-77de-1d46-ed1b2e112444)
8 Other Security Considerations,Ensure that Resource Locks are set for mission critical Azure resources,CIS Microsoft Azure Foundations Benchmark recommendation 8.3,Shared,---,---,---,---,
8 Other Security Considerations,Ensure that Resource Locks are set for mission critical Azure resources,CIS Microsoft Azure Foundations Benchmark recommendation 8.3,Shared,Establish and document change control processes,CMA_0265 - Establish and document change control processes,"Manual, Disabled",1:00:00,bd4dc286-2f30-5b95-777c-681f3a7913d3)
8 Other Security Considerations,Ensure the key vault is recoverable,CIS Microsoft Azure Foundations Benchmark recommendation 8.4,Shared,---,---,---,---,
8 Other Security Considerations,Ensure the key vault is recoverable,CIS Microsoft Azure Foundations Benchmark recommendation 8.4,Shared,Key vaults should have purge protection enabled,Malicious deletion of a key vault can lead to permanent data loss. A malicious insider in your organization can potentially delete and purge key vaults. Purge protection protects you from insider attacks by enforcing a mandatory retention period for soft deleted key vaults. No one inside your organization or Microsoft will be able to purge your key vaults during the soft delete retention period.,"Audit, Deny, Disabled",2:00:00,0b60c0b2-2dc2-4e1c-b5c9-abbed971de53)
8 Other Security Considerations,Ensure the key vault is recoverable,CIS Microsoft Azure Foundations Benchmark recommendation 8.4,Shared,Maintain availability of information,CMA_C1644 - Maintain availability of information,"Manual, Disabled",1:00:00,3ad7f0bc-3d03-0585-4d24-529779bb02c2)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,---,---,---,---,
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Authorize access to security functions and information,CMA_0022 - Authorize access to security functions and information,"Manual, Disabled",1:00:00,aeed863a-0f56-429f-945d-8bb66bd06841)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Authorize and manage access,CMA_0023 - Authorize and manage access,"Manual, Disabled",1:00:00,50e9324a-7410-0539-0662-2c1e775538b7)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Enforce logical access,CMA_0245 - Enforce logical access,"Manual, Disabled",1:00:00,10c4210b-3ec9-9603-050d-77e4d26c7ebb)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Enforce mandatory and discretionary access control policies,CMA_0246 - Enforce mandatory and discretionary access control policies,"Manual, Disabled",1:00:00,b1666a13-8f67-9c47-155e-69e027ff6823)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Require approval for account creation,CMA_0431 - Require approval for account creation,"Manual, Disabled",1:00:00,de770ba6-50dd-a316-2932-e0d972eaa734)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Review user groups and applications with access to sensitive data,CMA_0481 - Review user groups and applications with access to sensitive data,"Manual, Disabled",1:00:00,eb1c944e-0e94-647b-9b7e-fdb8d2af0838)
8 Other Security Considerations,Enable role-based access control (RBAC) within Azure Kubernetes Services,CIS Microsoft Azure Foundations Benchmark recommendation 8.5,Shared,Role-Based Access Control (RBAC) should be used on Kubernetes Services,"To provide granular filtering on the actions that users can perform, use Role-Based Access Control (RBAC) to manage permissions in Kubernetes Service Clusters and configure relevant authorization policies.","Audit, Disabled",1:00:02,ac4a19c2-fa67-49b4-8ae5-0b2e78c49457)
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,---,---,---,---,
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,App Service apps should have authentication enabled,"Azure App Service Authentication is a feature that can prevent anonymous HTTP requests from reaching the web app, or authenticate those that have tokens before they reach the web app.","AuditIfNotExists, Disabled",2:00:01,95bccee9-a7f8-4bec-9ee9-62c3473701fc)
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,Authenticate to cryptographic module,CMA_0021 - Authenticate to cryptographic module,"Manual, Disabled",1:00:00,6f1de470-79f3-1572-866e-db0771352fc8)
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,Enforce user uniqueness,CMA_0250 - Enforce user uniqueness,"Manual, Disabled",1:00:00,e336d5f4-4d8f-0059-759c-ae10f63d1747)
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,Function apps should have authentication enabled,"Azure App Service Authentication is a feature that can prevent anonymous HTTP requests from reaching the Function app, or authenticate those that have tokens before they reach the Function app.","AuditIfNotExists, Disabled",3:00:00,c75248c1-ea1d-4a9c-8fc9-29a6aabd5da8)
9 AppService,Ensure App Service Authentication is set on Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.1,Shared,Support personal verification credentials issued by legal authorities,CMA_0507 - Support personal verification credentials issued by legal authorities,"Manual, Disabled",1:00:00,1d39b5d9-0392-8954-8359-575ce1957d1a)
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,---,---,---,---,
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,App Service apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b)
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,Function apps should require FTPS only,Enable FTPS enforcement for enhanced security.,"AuditIfNotExists, Disabled",3:00:00,399b2637-a50f-4f95-96f8-3a145476eb15)
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
9 AppService,Ensure FTP deployments are disabled,CIS Microsoft Azure Foundations Benchmark recommendation 9.10,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,---,---,---,---,
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Define cryptographic use,CMA_0120 - Define cryptographic use,"Manual, Disabled",1:00:00,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Define organizational requirements for cryptographic key management,CMA_0123 - Define organizational requirements for cryptographic key management,"Manual, Disabled",1:00:00,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Determine assertion requirements,CMA_0136 - Determine assertion requirements,"Manual, Disabled",1:00:00,7a0ecd94-3699-5273-76a5-edb8499f655a)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Ensure cryptographic mechanisms are under configuration management,CMA_C1199 - Ensure cryptographic mechanisms are under configuration management,"Manual, Disabled",1:00:00,b8dad106-6444-5f55-307e-1e1cc9723e39)
